Debtor,Tuition fees up to date,Scholarship holder,Admission grade,Previous qualification (grade),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Mother's qualification,Father's qualification,Target,Mother_qual_code,Father_qual_code,Mother_qual_label,Father_qual_label
No,Yes,Yes,124.8,130.0,6,7,5,12.8,1,34,Graduate,1,34,Secondary Education - 12th Year,Unknown
No,Yes,No,115.1,121.0,6,10,6,10.833333333333334,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,146.7,153.0,6,6,6,13.666666666666666,3,3,Graduate,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,132.8,148.0,8,8,7,14.537142857142856,3,1,Graduate,3,1,Higher Education - Degree,Secondary Education - 12th Year
Yes,Yes,Yes,159.1,143.0,5,5,5,14.4,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,137.6,147.0,0,0,0,0.0,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,Yes,124.0,138.0,6,6,6,13.166666666666666,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,No,No,149.0,120.0,6,15,2,11.5,3,3,Dropout,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,Yes,129.6,145.0,6,7,6,11.333333333333334,1,40,Graduate,1,40,Secondary Education - 12th Year,Higher Education - Degree (1st cycle)
No,Yes,No,110.0,118.0,6,6,6,12.0,3,1,Graduate,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,Yes,116.1,121.0,6,6,6,13.166666666666666,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,133.3,135.0,6,6,6,14.833333333333334,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,144.3,140.0,7,7,7,13.0,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,133.6,145.0,7,8,7,13.087142857142856,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,123.2,133.0,6,8,6,13.333333333333334,1,37,Graduate,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,137.2,127.0,6,7,6,12.166666666666666,3,1,Enrolled,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,No,Yes,130.0,130.0,6,8,6,11.0,40,19,Enrolled,40,19,Higher Education - Degree (1st cycle),Basic Education - 3rd Cycle
Yes,No,No,110.0,117.0,6,0,0,0.0,19,1,Dropout,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,118.0,125.0,5,7,5,13.6,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,128.4,141.0,6,6,6,15.5,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,113.6,122.0,7,7,7,13.857142857142858,1,3,Graduate,1,3,Secondary Education - 12th Year,Higher Education - Degree
Yes,Yes,No,113.5,118.0,5,10,2,11.5,19,1,Enrolled,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,Yes,146.9,142.0,6,6,6,13.0,1,38,Graduate,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
Yes,No,No,141.3,143.0,6,10,6,14.0,3,3,Enrolled,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,129.7,143.0,4,4,0,0.0,1,3,Dropout,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,No,121.3,123.0,6,6,6,11.166666666666666,3,1,Enrolled,3,1,Higher Education - Degree,Secondary Education - 12th Year
Yes,No,Yes,109.1,115.0,6,0,0,0.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,107.1,112.0,7,8,7,12.142857142857142,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,129.2,135.0,7,7,7,14.145714285714286,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,154.1,162.0,7,7,7,14.45,3,4,Graduate,3,4,Higher Education - Degree,Master's Degree
No,Yes,No,147.2,143.0,7,7,7,15.714285714285714,19,3,Graduate,19,3,Basic Education - 3rd Cycle,Higher Education - Degree
No,Yes,No,120.0,130.0,5,9,5,12.8,1,1,Enrolled,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,130.8,136.0,6,6,6,12.5,1,37,Enrolled,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,120.8,125.0,6,6,6,14.5,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,No,Yes,125.4,132.0,7,7,7,13.462857142857144,19,37,Enrolled,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,121.3,123.0,6,6,6,12.833333333333334,34,37,Graduate,34,37,Unknown,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,127.0,142.0,5,10,5,12.0,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,151.6,147.0,0,0,0,0.0,12,19,Graduate,12,19,11th Year - Other,Basic Education - 3rd Cycle
No,Yes,No,131.6,140.0,7,9,6,14.714285714285714,1,19,Enrolled,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,Yes,106.0,133.1,6,7,6,12.571428571428571,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,111.6,114.0,6,6,6,12.5,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,117.3,125.0,6,8,6,14.0,1,3,Graduate,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,No,121.4,127.0,7,8,7,11.571428571428571,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,126.1,132.0,6,6,6,15.833333333333334,1,3,Graduate,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,No,137.0,148.0,8,8,8,14.25,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,120.8,139.0,6,0,0,0.0,3,19,Dropout,3,19,Higher Education - Degree,Basic Education - 3rd Cycle
No,Yes,No,128.7,136.0,6,8,6,11.666666666666666,39,3,Dropout,39,3,Technological Specialization Course,Higher Education - Degree
No,Yes,No,118.0,133.1,6,12,0,0.0,34,34,Dropout,34,34,Unknown,Unknown
Yes,Yes,No,120.0,120.0,5,9,5,13.2,1,3,Enrolled,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,No,160.0,130.0,6,11,2,12.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,150.0,110.0,5,6,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,121.8,133.0,5,9,4,12.0,3,1,Enrolled,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,125.4,138.0,5,10,3,13.333333333333334,3,3,Dropout,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,126.6,131.0,7,11,5,12.414285714285713,1,37,Enrolled,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,No,No,150.0,150.0,5,5,0,0.0,3,1,Dropout,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,114.5,125.0,5,5,5,13.8,38,1,Graduate,38,1,Basic Education - 2nd Cycle (6th/7th/8th),Secondary Education - 12th Year
Yes,No,No,107.0,108.0,5,14,0,0.0,3,3,Dropout,3,3,Higher Education - Degree,Higher Education - Degree
No,No,No,115.7,116.0,5,10,4,11.5,3,1,Enrolled,3,1,Higher Education - Degree,Secondary Education - 12th Year
Yes,No,No,120.0,133.1,5,11,0,0.0,3,34,Dropout,3,34,Higher Education - Degree,Unknown
No,Yes,No,134.8,147.0,7,7,6,14.016666666666666,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,133.6,143.0,6,9,5,11.4,38,34,Graduate,38,34,Basic Education - 2nd Cycle (6th/7th/8th),Unknown
Yes,No,Yes,129.0,115.0,0,0,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,128.4,160.0,5,12,5,10.4,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,122.2,118.0,5,11,3,10.666666666666666,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,113.3,122.0,5,9,4,14.25,1,1,Enrolled,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,129.9,143.0,7,7,7,13.914285714285713,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,126.2,133.0,7,9,7,13.761111111111113,3,3,Graduate,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,112.6,122.0,6,10,5,12.6,19,19,Enrolled,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,149.0,164.0,6,7,6,13.857142857142858,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,120.0,133.1,8,8,7,13.842857142857143,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
Yes,No,No,120.4,127.0,5,12,0,0.0,19,19,Enrolled,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,128.1,140.0,6,6,5,11.8,1,39,Dropout,1,39,Secondary Education - 12th Year,Technological Specialization Course
No,Yes,No,141.7,127.0,6,6,6,12.666666666666666,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,130.0,133.1,6,6,0,0.0,37,1,Dropout,37,1,Basic Education - 1st Cycle (4th/5th),Secondary Education - 12th Year
No,Yes,No,113.3,115.0,5,7,0,0.0,19,37,Dropout,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,105.9,108.0,6,11,4,10.75,34,38,Dropout,34,38,Unknown,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,122.7,136.0,5,7,5,12.6,1,2,Dropout,1,2,Secondary Education - 12th Year,Bachelor's Degree
Yes,No,No,120.0,133.1,5,5,0,0.0,19,38,Dropout,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,119.8,120.0,7,7,2,12.0,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
Yes,No,No,122.9,133.1,6,7,3,14.0,38,19,Dropout,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,No,No,160.0,160.0,6,6,6,14.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,125.2,128.0,7,7,7,14.682857142857143,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,143.4,130.0,3,3,0,0.0,1,38,Dropout,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,96.7,133.1,5,6,0,0.0,37,38,Dropout,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,126.9,137.0,6,7,6,13.857142857142858,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,143.1,163.0,0,0,0,0.0,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,114.5,125.0,6,8,6,13.142857142857142,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,140.0,120.0,5,14,1,18.0,34,34,Dropout,34,34,Unknown,Unknown
No,Yes,No,113.7,150.0,15,15,13,11.461538461538462,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,131.5,135.0,7,14,5,11.2,1,1,Enrolled,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
Yes,Yes,No,143.5,148.0,6,6,5,15.0,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,Yes,126.8,138.0,7,9,7,14.244444444444444,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,115.2,119.0,6,8,4,11.5,38,19,Dropout,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,Yes,100.0,130.0,7,7,2,10.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,121.4,135.0,5,7,3,12.333333333333334,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,120.0,120.0,7,8,5,12.2,19,1,Dropout,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,Yes,129.9,126.0,6,6,6,13.666666666666666,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,151.1,149.0,0,0,0,0.0,3,2,Graduate,3,2,Higher Education - Degree,Bachelor's Degree
Yes,No,No,120.0,110.0,6,15,1,11.0,19,37,Dropout,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
Yes,No,No,130.0,133.1,6,8,3,13.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,119.0,127.0,8,12,7,12.599999999999998,2,38,Graduate,2,38,Bachelor's Degree,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,122.0,120.0,10,11,10,12.2,34,34,Graduate,34,34,Unknown,Unknown
No,Yes,No,129.7,136.0,6,6,6,13.166666666666666,38,14,Graduate,38,14,Basic Education - 2nd Cycle (6th/7th/8th),10th Year of Schooling
No,Yes,Yes,112.5,110.0,7,16,6,11.0,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,136.0,136.0,7,7,7,14.014285714285714,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,133.1,145.0,6,9,4,13.0,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,151.3,159.0,6,6,6,14.0,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,No,No,133.3,147.0,0,0,0,0.0,37,38,Dropout,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,130.8,150.0,8,8,7,14.428571428571429,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,No,No,140.0,140.0,5,9,0,0.0,37,12,Dropout,37,12,Basic Education - 1st Cycle (4th/5th),11th Year - Other
No,Yes,No,150.0,150.0,18,45,18,11.833333333333334,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,No,No,130.0,130.0,5,12,3,11.333333333333334,1,37,Dropout,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,125.3,120.0,6,9,6,12.5,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,124.0,130.0,12,12,12,13.333333333333334,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,113.8,112.0,6,10,6,10.833333333333334,38,19,Enrolled,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,Yes,124.4,128.0,6,6,6,13.0,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,107.7,114.0,5,7,2,10.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,110.0,118.0,6,8,6,11.428571428571429,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,130.0,130.0,8,8,8,12.8875,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,138.8,145.0,7,7,6,12.95,37,1,Graduate,37,1,Basic Education - 1st Cycle (4th/5th),Secondary Education - 12th Year
No,Yes,No,126.3,121.0,5,12,1,10.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,114.5,114.0,7,7,7,13.094285714285714,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,116.5,127.0,6,7,0,0.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,128.6,145.0,6,12,5,11.714285714285714,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,130.0,130.0,6,8,4,11.25,19,1,Enrolled,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,134.6,150.0,0,0,0,0.0,38,19,Dropout,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,146.8,145.0,6,6,6,13.166666666666666,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,135.7,128.0,5,7,4,12.75,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,No,No,120.0,140.0,5,6,5,10.6,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,138.0,130.0,6,8,5,11.2,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,135.5,140.0,7,0,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,120.0,120.0,6,6,6,13.0,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,111.7,147.0,5,10,0,0.0,34,34,Dropout,34,34,Unknown,Unknown
No,Yes,No,100.0,133.1,6,0,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,160.0,160.0,6,8,6,14.166666666666666,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,114.8,133.1,6,10,5,12.833333333333334,37,1,Graduate,37,1,Basic Education - 1st Cycle (4th/5th),Secondary Education - 12th Year
No,Yes,Yes,131.0,140.0,6,11,4,11.75,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,97.0,133.1,6,8,6,10.833333333333334,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,131.7,131.0,6,8,4,11.75,1,3,Dropout,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,No,Yes,120.0,133.1,7,14,3,11.5,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,110.0,120.0,5,14,2,10.0,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,133.0,130.0,7,7,6,13.7,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,140.0,140.0,5,8,1,14.0,19,20,Dropout,19,20,Basic Education - 3rd Cycle,
Yes,Yes,No,100.0,133.1,8,12,7,11.375,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,129.3,140.0,6,17,0,0.0,37,19,Enrolled,37,19,Basic Education - 1st Cycle (4th/5th),Basic Education - 3rd Cycle
No,Yes,No,137.0,133.1,6,10,0,0.0,19,37,Dropout,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,122.2,125.0,5,9,1,11.0,37,38,Enrolled,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,108.0,115.0,7,10,6,13.0,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,110.0,110.0,11,15,8,13.6,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,127.7,140.0,5,8,3,11.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,121.3,100.0,8,11,7,11.705714285714285,3,1,Enrolled,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,140.1,145.0,12,12,12,13.25,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,114.8,133.1,7,15,1,10.75,38,38,Dropout,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,150.0,150.0,6,8,6,12.0,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,131.7,145.0,6,7,6,12.666666666666666,19,38,Enrolled,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,No,No,110.0,133.1,6,8,5,11.4,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,105.5,110.0,6,6,6,13.0,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,127.3,128.0,6,8,6,14.0,37,19,Graduate,37,19,Basic Education - 1st Cycle (4th/5th),Basic Education - 3rd Cycle
No,Yes,No,130.0,133.1,6,11,0,0.0,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,130.0,130.0,6,0,0,0.0,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,Yes,122.7,137.0,7,7,7,15.285714285714286,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,113.9,123.0,6,6,6,13.166666666666666,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,151.1,156.0,5,7,5,13.6,3,19,Graduate,3,19,Higher Education - Degree,Basic Education - 3rd Cycle
No,No,Yes,125.8,133.1,4,8,0,0.0,3,5,Dropout,3,5,Higher Education - Degree,Doctorate
No,Yes,No,128.2,100.0,10,12,10,11.4,34,34,Graduate,34,34,Unknown,Unknown
No,Yes,No,135.1,140.0,5,0,0,0.0,37,3,Dropout,37,3,Basic Education - 1st Cycle (4th/5th),Higher Education - Degree
No,Yes,No,120.2,130.0,5,7,5,11.0,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,No,No,132.8,133.1,5,9,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,140.0,140.0,6,7,6,13.571428571428571,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,129.3,137.0,7,0,0,0.0,19,1,Dropout,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,108.2,120.0,10,14,4,11.25,3,1,Dropout,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,125.4,125.0,5,6,3,13.333333333333334,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,140.2,130.0,6,6,6,12.0,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,116.1,115.0,6,6,6,12.5,38,1,Graduate,38,1,Basic Education - 2nd Cycle (6th/7th/8th),Secondary Education - 12th Year
No,Yes,Yes,137.8,150.0,5,6,5,13.2,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,No,No,128.4,134.0,5,5,0,0.0,14,11,Dropout,14,11,10th Year of Schooling,7th Year (Old Program)
No,No,No,106.0,120.0,5,7,3,11.666666666666666,34,34,Dropout,34,34,Unknown,Unknown
No,Yes,No,130.2,141.0,15,16,15,13.466666666666669,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,126.0,133.0,5,7,3,13.666666666666666,3,1,Graduate,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,141.0,149.0,5,9,2,11.666666666666666,38,38,Enrolled,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,113.0,121.0,6,7,6,11.666666666666666,1,3,Graduate,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,No,120.0,120.0,6,9,5,13.4,4,1,Graduate,4,1,Master's Degree,Secondary Education - 12th Year
No,No,No,130.9,148.0,5,5,0,0.0,19,37,Dropout,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
